code,title,slug,url,contributor,game_name,code,stamp,mainboard_type,mainboard_circled_letters,mainboard_panel_position,mainboard_calendar,mainboard_year,mainboard_month,mainboard_week,u1_role,u1_kind,u1_label,u1_manufacturer,u1_calendar,u1_year,u1_month,u1_week,u2_role,u2_kind,u2_label,u2_manufacturer,u2_calendar,u2_year,u2_month,u2_week,u3_role,u3_kind,u3_label,u3_manufacturer,u3_calendar,u3_year,u3_month,u3_week,u4_role,u4_kind,u4_label,u4_manufacturer,u4_calendar,u4_year,u4_month,u4_week,u5_role,u5_kind,u5_label,u5_manufacturer,u5_calendar,u5_year,u5_month,u5_week,u6_role,u6_kind,u6_label,u6_manufacturer,u6_calendar,u6_year,u6_month,u6_week,u7_role,u7_kind,u7_label,u7_manufacturer,u7_calendar,u7_year,u7_month,u7_week,x1_role,x1_kind,x1_label,x1_manufacturer,x1_calendar,x1_year,x1_month,x1_week,battery_kind,battery_label,battery_manufacturer,battery_calendar,battery_year,battery_month,battery_week,dump_crc32,dump_md5,dump_sha1,dump_sha256
AGB-AFGP-0,Entry #1,3615retro-1,https://gbhwdb.gekkio.fi/cartridges/AGB-AFGP-0/3615retro-1.html,3615Retro,"American Tail, An - Fievel's Gold Rush (Europe) (En,Fr,De,Es,It)",AGB-AFGP-EUR,09,AGB-E01-10,K,C-4,October/2001,2001,October,,ROM,MR26V3210F,AGB-AFGP-0 H2 R26V3210F-030 1525215,OKI,Week 52/2001,2001,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c8ea6d9e,2d434f2b0392f91f7715841a122621c1,ab6e8646b352e54eaae2e00101ea7fd378af0e5e,a9a19e88bae1438d3c08e61df3c5b70289216b554340ba428c314c6dfd5b9497
AGB-AFLP-0,Entry #1,ikk5-1,https://gbhwdb.gekkio.fi/cartridges/AGB-AFLP-0/ikk5-1.html,ikk5,"FILA Decathlon (Europe) (En,Fr,De,Es,It,Sv)",AGB-AFLP-EUR,08,AGB-E03-10,MB,H-5,February/2002,2002,February,,ROM,MR26V3210F,AGB-AFLP-0 H2 R26V3210F-052 2095211,OKI,Week 9/2002,2002,,9,EEPROM,9853,9853 1C24,ROHM,December/2001,2001,December,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGB-AFTP-0,Entry #1,ikk5-1,https://gbhwdb.gekkio.fi/cartridges/AGB-AFTP-0/ikk5-1.html,ikk5,"F-14 Tomcat (USA, Europe)",AGB-AFTP-UKV,41,AGB-E01-10,MB,E-1,November/2001,2001,November,,ROM,MX23L3206-12B,M015221-M MX23L3206-12B AGB-AFTP-0 H2 2F195900,Macronix,Week 52/2001,2001,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGB-AFTP-0,Entry #1,missingno-force-1,https://gbhwdb.gekkio.fi/cartridges/AGB-AFTP-0/missingno-force-1.html,Missingno_force,"F-14 Tomcat (USA, Europe)",AGB-AFTP-UKV,41,AGB-E01-10,MB,M-2,November/2001,2001,November,,ROM,MX23L3206-12B,S015221-M MX23L3206-12B AGB-AFTP-0 H2 2E469700,Macronix,Week 52/2001,2001,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGB-AFXP-0,Entry #1,granmastro-1,https://gbhwdb.gekkio.fi/cartridges/AGB-AFXP-0/granmastro-1.html,Granmastro,"Final Fantasy Tactics Advance (Europe) (En,Fr,De,Es,It)",AGB-AFXP-EUR,22,AGB-E02-20,K,B-4,September/2003,2003,September,,ROM,MX23L12806-12C,S033538-M MX23L12806-12C AGB-AFXP-0 J2 2F484402,Macronix,Week 35/2003,2003,,35,Flash,SST39VF512-70-4C-WH,39VF512 70-4C-WH 0238121-D,SST,Week 38/2002,2002,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGB-AFXP-0,Entry #1,ikk5-1,https://gbhwdb.gekkio.fi/cartridges/AGB-AFXP-0/ikk5-1.html,ikk5,"Final Fantasy Tactics Advance (Europe) (En,Fr,De,Es,It)",AGB-AFXP-EUR,08,AGB-E02-20,MB,A-3,August/2003,2003,August,,ROM,MX23L12806-12C,S033538-M MX23L12806-12C AGB-AFXP-0 J2 2F478400,Macronix,Week 35/2003,2003,,35,Flash,SST39VF512-70-4C-WH,39VF512 70-4C-WH 0321093-D,SST,Week 21/2003,2003,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGB-AFZP-0,Entry #1,3615retro-1,https://gbhwdb.gekkio.fi/cartridges/AGB-AFZP-0/3615retro-1.html,3615Retro,"F-Zero - Maximum Velocity (USA, Europe)",AGB-AFZP-EUR,22,AGB-E06-01,MB,E-3,April/2001,2001,April,,ROM,MX23L3206-12B,S011621-M MX23L3206-12B AGB-AFZP-0 H2 2D982500,Macronix,Week 16/2001,2001,,16,RAM,GM76V256CLLFW10,HYUNDAI GM76V256CLLFW10 0109 KOREA,Hyundai,Week 9/2001,2001,,9,Supervisor & Reset,SN74LV2416,LV2416 0CM A73E,Texas Instruments,December/2000,2000,December,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CR1616,,,,,,,bd5e9798,55c14323547aa4f83e5eede98d0417f3,8a08e29ec987f9cbdde21c34d5f7657aa7ba0be6,50c211f4299818f7c61f5e7ad521e1e086d039452773835c8584be7c65c29560
AGB-AGAP-0,Entry #1,3615retro-1,https://gbhwdb.gekkio.fi/cartridges/AGB-AGAP-0/3615retro-1.html,3615Retro,Gradius Advance (Europe),AGB-AGAP-EUR,00,AGB-E03-10,MB,P-6,September/2001,2001,September,,ROM,MX23L3206-12B,S013821-M MX23L3206-12B AGB-AGAP-0 H2 2E510202,Macronix,Week 38/2001,2001,,38,EEPROM,9853,9853 1968,ROHM,September/2001,2001,September,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3722bdfa,1227eebff87a8b9d5e713e20cddcb468,1f28db5ac70ae11b2f3414369d1be73accb36f3b,1c97e01bd0a38a2c659dec73e5f263df4c8b49545065e1273e7eaec33650dbc1
AGB-AGFF-0,Entry #1,kurodo-1,https://gbhwdb.gekkio.fi/cartridges/AGB-AGFF-0/kurodo-1.html,Kurodo,Golden Sun - L'Age Perdu (France),AGB-AGFF-FRA,20,AGB-E02-20,I,J-3,June/2003,2003,June,,ROM,MX23L12806-12C,M033138-M MX23L12806-12C AGB-AGFF-0 J2 2F391900,Macronix,Week 31/2003,2003,,31,Flash,SST39VF512-70-4C-WH,39VF512 70-4C-WH 0238121-D,SST,Week 38/2002,2002,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGB-AGFI-0,Entry #1,granmastro-1,https://gbhwdb.gekkio.fi/cartridges/AGB-AGFI-0/granmastro-1.html,Granmastro,Golden Sun - L'Era Perduta (Italy),AGB-AGFI-ITA,12,AGB-E02-20,I,M-3,October/2003,2003,October,,ROM,MX23L12806-12C,S034138-M MX23L12806-12C AGB-AGFI-0 J2 2F660105,Macronix,Week 41/2003,2003,,41,Flash,SST39VF512-70-4C-WH,39VF512 70-4C-WH 0120019-D,SST,Week 20/2001,2001,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGB-AGPP-0,Entry #1,3615retro-1,https://gbhwdb.gekkio.fi/cartridges/AGB-AGPP-0/3615retro-1.html,3615Retro,"No Rules - Get Phat (USA, Europe) (En,Fr,De,Es,It,Nl)",AGB-AGPP-EUR,09,AGB-E01-10,K,J-5,October/2001,2001,October,,ROM,MX23L6406-12B,M014207-M MX23L6406-12B AGB-AGPP-0 I2 2E455300,Macronix,Week 42/2001,2001,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,966fa650,01fd699b39a0ca8e84226f18cf8baee7,cb6f269ee34b1f93ec0cbf71549e2a83278665e5,be62ab9319f622efb86194af46a4d821942e3c1d9064826d7e7a943c58f3db7f
AGB-AGSF-0,Entry #1,3615retro-1,https://gbhwdb.gekkio.fi/cartridges/AGB-AGSF-0/3615retro-1.html,3615Retro,Golden Sun (France),AGB-AGSF-FRA,08,AGB-E02-10,YG,J-1,June/2002,2002,June,,ROM,MX23L6406-12B1,M022807-M MX23L6406-12B1 AGB-AGSF-0 I2 2E825103,Macronix,Week 28/2002,2002,,28,Flash,SST39VF512-70-4C-WH,39VF512 70-4C-WH 0216049-D,SST,Week 16/2002,2002,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f6521161,6540572ab503358a399861c909ee2012,42f3b262c16cfc5bde1fa2b25016fb74046de1b3,5eb59f508c25548fb0ef72911cc75a81867f16b0ef8fca2a22cb6d026a862cd8
AGB-AGSF-0,Entry #1,kurodo-1,https://gbhwdb.gekkio.fi/cartridges/AGB-AGSF-0/kurodo-1.html,Kurodo,Golden Sun (France),AGB-AGSF-FRA,41,AGB-E02-10,I,L-2,December/2001,2001,December,,ROM,MX23L6406-12B,M015207-M MX23L6406-12B AGB-AGSF-0 I2 2E602700,Macronix,Week 52/2001,2001,,52,Flash,SST39VF512-70-4C-WH,39VF512 70-4C-WH 0130045-D,SST,Week 30/2001,2001,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGB-AGSI-0,Entry #1,granmastro-1,https://gbhwdb.gekkio.fi/cartridges/AGB-AGSI-0/granmastro-1.html,Granmastro,Golden Sun (Italy),AGB-AGSI-ITA,,AGB-E02-10,I,C-1,February/2002,2002,February,,ROM,MX23L6406-12B,E020707-M MX23L6406-12B AGB-AGSI-0 I2 2E621700,Macronix,Week 7/2002,2002,,7,Flash,SST39VF512-70-4C-WH,39VF512 70-4C-WH 0132015-D,SST,Week 32/2001,2001,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGB-AH3P-0,Entry #1,3615retro-1,https://gbhwdb.gekkio.fi/cartridges/AGB-AH3P-0/3615retro-1.html,3615Retro,"Hamtaro - Ham-Ham Heartbreak (Europe) (En,Fr,De,Es,It)",AGB-AH3P-EUR,09,AGB-E11-01,MB,A-4,April/2003,2003,April,,ROM,MX23L12806-12C,S031938-M MX23L12806-12C AGB-AH3P-0 J2 2F337900,Macronix,Week 19/2003,2003,,19,RAM,MB85R256,JAPAN MB85R256 0316 M10,Fujitsu,Week 16/2003,2003,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecbd80ea,5b565a961547d6d0980c57e2529130e1,b016328e4880f0413b9335c95758ba9c09e53710,401968322b3245381da64dab35bdaacb3f82a404425c584867f00c45e469ffd8
AGB-AHJP-0,Entry #1,ikk5-1,https://gbhwdb.gekkio.fi/cartridges/AGB-AHJP-0/ikk5-1.html,ikk5,"Hugo - The Evil Mirror (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi,Pl)",AGB-AHJP-EUR,09,AGB-E03-20,I,E-3,November/2004,2004,November,,ROM,MR26V3211F,AGB-AHJP-0 H2 R26V3211F-02D 509ABA2J,OKI,Week 9/2005,2005,,9,EEPROM,9853,9853 4C81,ROHM,December/2004,2004,December,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGB-AHOP-0,Entry #1,ikk5-1,https://gbhwdb.gekkio.fi/cartridges/AGB-AHOP-0/ikk5-1.html,ikk5,"Mat Hoffman's Pro BMX (USA, Europe)",AGB-AHOP-EUR,22,AGB-E03-10,MB,D-1,October/2001,2001,October,,ROM,MX23L3206-12B,S014021-M MX23L3206-12B AGB-AHOP-0 H2 2E175701,Macronix,Week 40/2001,2001,,40,EEPROM,9853,9853 1A76,ROHM,October/2001,2001,October,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGB-AIAP-0,Entry #1,ikk5-1,https://gbhwdb.gekkio.fi/cartridges/AGB-AIAP-0/ikk5-1.html,ikk5,"Ice Age (Europe) (En,Fr,De,Es,It)",AGB-AIAP-EUR,09,AGB-E01-30,K,G-6,December/2003,2003,December,,ROM,MX23L3206-12B,E040521-M MX23L3206-12B AGB-AIAP-0 H2 2I727800,Macronix,Week 5/2004,2004,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGB-AIFP-0,Entry #1,ikk5-1,https://gbhwdb.gekkio.fi/cartridges/AGB-AIFP-0/ikk5-1.html,ikk5,"Tom and Jerry in Infurnal Escape (Europe) (En,Fr,De,Es,It)",AGB-AIFP-EUR,19,AGB-E01-20,I,J-5,February/2003,2003,February,,ROM,MX23L6406-12C,M031146-M MX23L6406-12C AGB-AIFP-0 I2 2G553000,Macronix,Week 11/2003,2003,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGB-AIGP-0,Entry #1,ikk5-1,https://gbhwdb.gekkio.fi/cartridges/AGB-AIGP-0/ikk5-1.html,ikk5,"Inspector Gadget - Advance Mission (Europe) (En,Fr,De,Es,It,Nl)",AGB-AIGP-EUR-1,15,AGB-E01-40,I,R-2,February/2004,2004,February,,ROM,MX23L3206-12B,M022421-M MX23L3206-12B AGB-AIGP-0 H2 2E326900,Macronix,Week 24/2002,2002,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGB-AJGP-0,Entry #1,ikk5-1,https://gbhwdb.gekkio.fi/cartridges/AGB-AJGP-0/ikk5-1.html,ikk5,"Tarzan - Return to the Jungle (USA, Europe)",AGB-AJGP-EUR,22,AGB-E03-10,K,C-4,September/2002,2002,September,,ROM,MX23L6406-12C,S024046-M MX23L6406-12C AGB-AJGP-0 I2 2G296600,Macronix,Week 40/2002,2002,,40,EEPROM,9853,9853 2A01,ROHM,October/2002,2002,October,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGB-AK8P-0,Entry #1,ikk5-1,https://gbhwdb.gekkio.fi/cartridges/AGB-AK8P-0/ikk5-1.html,ikk5,"Medabots AX - Metabee Ver. (Europe) (En,Fr,De,Es,It)",AGB-AK8P-EUR,08,AGB-E03-10,K,R-5,July/2002,2002,July,,ROM,MX23L6406-12B1,M022307-M MX23L6406-12B1 AGB-AK8P-0 I2 2E674000,Macronix,Week 23/2002,2002,,23,EEPROM,9853,9853 2658,ROHM,June/2002,2002,June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGB-AK8P-0,Entry #1,kurodo-1,https://gbhwdb.gekkio.fi/cartridges/AGB-AK8P-0/kurodo-1.html,Kurodo,"Medabots AX - Metabee Ver. (Europe) (En,Fr,De,Es,It)",AGB-AK8P-EUR,10,AGB-E03-10,K,S-4,May/2002,2002,May,,ROM,MX23L6406-12B1,M022307-M MX23L6406-12B1 AGB-AK8P-0 I2 2E674000,Macronix,Week 23/2002,2002,,23,EEPROM,9853,9853 2294,ROHM,February/2002,2002,February,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGB-AK9P-0,Entry #1,ikk5-1,https://gbhwdb.gekkio.fi/cartridges/AGB-AK9P-0/ikk5-1.html,ikk5,"Medabots AX - Rokusho Ver. (Europe) (En,Fr,De,Es,It)",AGB-AK9P-EUR,19,AGB-E03-20,MB,P-6,May/2003,2003,May,,ROM,MX23L6406-12B1,M032907-M MX23L6406-12B1 AGB-AK9P-0 I2 2G789100,Macronix,Week 29/2003,2003,,29,EEPROM,9853,9853 3432,ROHM,April/2003,2003,April,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGB-ALFP-0,Entry #1,granmastro-1,https://gbhwdb.gekkio.fi/cartridges/AGB-ALFP-0/granmastro-1.html,Granmastro,"Dragon Ball Z - The Legacy of Goku II (Europe) (En,Fr,De,Es,It)",AGB-ALFP-ITA,,AGB-E03-20,CS,A-2,October/2003,2003,October,,ROM,MX23L6406-12C,M034846-M MX23L6406-12C AGB-ALFP-0 I2 2I795400,Macronix,Week 48/2003,2003,,48,EEPROM,9854,9854 3T34W,ROHM,2003,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGB-ALGP-0,Entry #1,granmastro-1,https://gbhwdb.gekkio.fi/cartridges/AGB-ALGP-0/granmastro-1.html,Granmastro,"Dragon Ball Z - The Legacy of Goku (Europe) (En,Fr,De,Es,It)",AGB-ALGP-ITA,15 E4,AGB-E03-21,I,M-1,April/2007,2007,April,,ROM,MX23L6406-12C,M072546-MG MX23L6406-12C AGB-ALGP-0 I2 2O340102,Macronix,Week 25/2007,2007,,25,EEPROM,9853,9853 7558,ROHM,May/2007,2007,May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGB-ALPP-0,Entry #1,granmastro-1,https://gbhwdb.gekkio.fi/cartridges/AGB-ALPP-0/granmastro-1.html,Granmastro,"Lord of the Rings, The - The Two Towers (USA, Europe) (En,Fr,De,Es,It,Nl)",AGB-ALPP-EUR,,AGB-E03-10,A,I-2,September/2002,2002,September,,ROM,MX23L12806-12C,S023938-M MX23L12806-12C AGB-ALPP-0 J2 2F546100,Macronix,Week 39/2002,2002,,39,EEPROM,9853,9853 2A46,ROHM,October/2002,2002,October,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGB-AM4P-0,Entry #1,ikk5-1,https://gbhwdb.gekkio.fi/cartridges/AGB-AM4P-0/ikk5-1.html,ikk5,"MotoGP (Europe) (En,Fr,De,Es,It)",AGB-AM4P-EUR,41 E4,AGB-E01-41,I,K-6,August/2007,2007,August,,ROM,MR27V3211M,AGB-AM4P-0 H2 R27V3211M-0CL 7345BRMJ,OKI,Week 34/2007,2007,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGB-AM8P-0,Entry #1,3615retro-1,https://gbhwdb.gekkio.fi/cartridges/AGB-AM8P-0/3615retro-1.html,3615Retro,"Monster Force (Europe) (En,Fr,De,Es,It)",AGB-AM8P-EUR,09,AGB-E03-10,I,B-2,July/2002,2002,July,,ROM,MX23L6406-12B1,E023007-M MX23L6406-12B1 AGB-AM8P-0 I2 2F895000,Macronix,Week 30/2002,2002,,30,EEPROM,9853,9853 2770,ROHM,July/2002,2002,July,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137b0f9a,4e1b65a22eddc145fd7efecabff0282e,4b1578129de4b82003806f7a9b193a8ec813dc46,247acd70070f9ce5984d0c805e484f80f1380715859d0e170e0de88a1ad95a1f
AGB-AM8P-0,Entry #1,ikk5-1,https://gbhwdb.gekkio.fi/cartridges/AGB-AM8P-0/ikk5-1.html,ikk5,"Monster Force (Europe) (En,Fr,De,Es,It)",AGB-AM8P-EUR,09,AGB-E03-10,MB,R-6,July/2002,2002,July,,ROM,MX23L6406-12B1,E023007-M MX23L6406-12B1 AGB-AM8P-0 I2 2F738200,Macronix,Week 30/2002,2002,,30,EEPROM,9853,9853 2660,ROHM,June/2002,2002,June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGB-AM9P-0,Entry #1,ikk5-1,https://gbhwdb.gekkio.fi/cartridges/AGB-AM9P-0/ikk5-1.html,ikk5,"Mike Tyson Boxing (Europe) (En,Fr,De,Es,It)",AGB-AM9P-EUR,22,AGB-E03-10,K,T-1,December/2001,2001,December,,ROM,MR26V3210F,AGB-AM9P-0 H2 R26V3210F-032 1525228,OKI,Week 52/2001,2001,,52,EEPROM,9853,9853 1B27,ROHM,November/2001,2001,November,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGB-AMAP-0,Entry #1,3615retro-1,https://gbhwdb.gekkio.fi/cartridges/AGB-AMAP-0/3615retro-1.html,3615Retro,"Super Mario Advance (USA, Europe)",AGB-AMAP-EUR-1,22,AGB-E03-10,MB,I-1,October/2001,2001,October,,ROM,MX23L3206-12B,E014021-M MX23L3206-12B AGB-AMAP-0 H2 2E244000B0,Macronix,Week 40/2001,2001,,40,EEPROM,9853,9853 1932,ROHM,September/2001,2001,September,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1e4c6d6a,ff6b0c48065389b888c7a78731d4b58d,f071d45d8f5cb05b48d7d2b804c6cb6a79ad96fb,d29dec02caacbf449e2a93c6042258b0669542e102eb0e6fd0eb92a5411e0244
AGB-AMAP-0,Entry #1,ikk5-1,https://gbhwdb.gekkio.fi/cartridges/AGB-AMAP-0/ikk5-1.html,ikk5,"Super Mario Advance (USA, Europe)",AGB-AMAP-EUR-1,22,AGB-E03-10,I,Q-6,September/2001,2001,September,,ROM,MX23L3206-12B,E013721-M MX23L3206-12B AGB-AMAP-0 H2 2E163700,Macronix,Week 37/2001,2001,,37,EEPROM,9853,9853 1834,ROHM,August/2001,2001,August,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGB-AMAP-0,Entry #2,ikk5-2,https://gbhwdb.gekkio.fi/cartridges/AGB-AMAP-0/ikk5-2.html,ikk5,"Super Mario Advance (USA, Europe)",AGB-AMAP-EUR-1,,AGB-E03-10,MB,A-5,August/2001,2001,August,,ROM,MX23L3206-12B,M013421-M MX23L3206-12B AGB-AMAP-0 H2 2E582200B0,Macronix,Week 34/2001,2001,,34,EEPROM,9853,9853 1651,ROHM,June/2001,2001,June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGB-AMKE-0,Entry #1,fexcollects-1,https://gbhwdb.gekkio.fi/cartridges/AGB-AMKE-0/fexcollects-1.html,FexCollects,Mario Kart - Super Circuit (USA),AGB-AMKE-USA,13,AGB-E02-01,I,O-6,July/2001,2001,July,,ROM,MX23L3206-12B,S012821-M MX23L3206-12B AGB-AMKE-0 H2 2E411600,Macronix,Week 28/2001,2001,,28,Flash,AT29LV512-15TC,AT29LV512 15TC 0114,Atmel,Week 14/2001,2001,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aadc8b9f3c947ff6f610b6c8d7fddaaa9bea98b4bd43576df84f26c457ae1f90
AGB-AMKP-0,Entry #1,3615retro-1,https://gbhwdb.gekkio.fi/cartridges/AGB-AMKP-0/3615retro-1.html,3615Retro,Mario Kart - Super Circuit (Europe),AGB-AMKP-EUR,20,AGB-E02-01,I,I-4,July/2001,2001,July,,ROM,MX23L3206-12B,S012821-M MX23L3206-12B AGB-AMKP-0 H2 2E288100,Macronix,Week 28/2001,2001,,28,Flash,SST39VF512-70-4C-WH,39VF512 70-4C-WH 0121044-D,SST,Week 21/2001,2001,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20025842,f99fb545ac65126e9956a7718c30d6a3,2cdfc94cbe7a7f4efe00d98dd33ebb5f50cf91f0,8f942be288124bb909559356c462460132b0ccbc6397db402aeabea60c4597bb
AGB-AMKP-0,Entry #1,ikk5-1,https://gbhwdb.gekkio.fi/cartridges/AGB-AMKP-0/ikk5-1.html,ikk5,Mario Kart - Super Circuit (Europe),AGB-AMKP-EUR,22,AGB-E02-10,YG,C-2,November/2001,2001,November,,ROM,MX23L3206-12B,E021921-M MX23L3206-12B AGB-AMKP-0 H2 2F349500,Macronix,Week 19/2002,2002,,19,Flash,SST39VF512-70-4C-WH,39VF512 70-4C-WH 0144131-D,SST,Week 44/2001,2001,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGB-AMKP-0,Entry #2,ikk5-2,https://gbhwdb.gekkio.fi/cartridges/AGB-AMKP-0/ikk5-2.html,ikk5,Mario Kart - Super Circuit (Europe),AGB-AMKP-EUR,11,AGB-E02-01,I,C-2,July/2001,2001,July,,ROM,MX23L3206-12B,E012821-M MX23L3206-12B AGB-AMKP-0 H2 2E451500,Macronix,Week 28/2001,2001,,28,Flash,AT29LV512-15TC,AT29LV512 15TC 0103,Atmel,Week 3/2001,2001,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGB-AMKP-0,Entry #3,ikk5-3,https://gbhwdb.gekkio.fi/cartridges/AGB-AMKP-0/ikk5-3.html,ikk5,Mario Kart - Super Circuit (Europe),AGB-AMKP-EUR,00,AGB-E02-01,A,Q-5,July/2001,2001,July,,ROM,MX23L3206-12B,M012821-M MX23L3206-12B AGB-AMKP-0 H2 2E325700,Macronix,Week 28/2001,2001,,28,Flash,SST39VF512-70-4C-WH,39VF512 70-4C-WH 0121017-D,SST,Week 21/2001,2001,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGB-AMXP-0,Entry #1,ikk5-1,https://gbhwdb.gekkio.fi/cartridges/AGB-AMXP-0/ikk5-1.html,ikk5,"Monsters, Inc. (USA, Europe)",AGB-AMXP-UKV,00 E4,AGB-E01-41,MB,K-5,October/2006,2006,October,,ROM,MR27V3211M,AGB-AMXP-0 H2 R27V3211M-0DB 6485BB4J,OKI,Week 48/2006,2006,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGB-AN8P-0,Entry #1,missingno-force-1,https://gbhwdb.gekkio.fi/cartridges/AGB-AN8P-0/missingno-force-1.html,Missingno_force,"Tales of Phantasia (Europe) (En,Fr,De,Es,It)",AGB-AN8P-EUR,11 E3,AGB-E03-21,GB,M-2,October/2005,2005,October,,ROM,MX23L12806-12C,M060638-MG MX23L12806-12C AGB-AN8P-0 J2 2N297200,Macronix,Week 6/2006,2006,,6,EEPROM,9854,9854 5V12W,ROHM,2005,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGB-ANMP-0,Entry #1,ikk5-1,https://gbhwdb.gekkio.fi/cartridges/AGB-ANMP-0/ikk5-1.html,ikk5,Namco Museum (Europe),AGB-ANMP-UKV,08,AGB-E01-10,I,A-5,October/2001,2001,October,,ROM,MX23L3206-12B,E014321-M MX23L3206-12B AGB-ANMP-0 H2 2F209700,Macronix,Week 43/2001,2001,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
